call_id,speaker,papel,secao_1a_fala,n_falas,primeira_fala
META_2017Q4,Eric Sheridan,analyst,qa,1,"Thanks for taking the question. Maybe following up on the team around engagement and the changes on product. First, how "
META_2017Q4,Executives,management,remarks,1,Deborah Crawford - Vice President of Investor Relations Mark Zuckerberg - Chairman and Chief Executive Officer Sheryl Sa
META_2017Q4,Heather Bellini,analyst,qa,1,"Great. Thank you. I had two questions. One, I was just wondering what the advertiser response is then to the lower engag"
META_2017Q4,John Blackledge,analyst,qa,1,"Great, thanks. Two questions, on marketplace with the expansion to 30 countries, just wondering how the business model e"
META_2017Q4,Justin Post,analyst,qa,1,"Great, thank you. Dave, maybe you can talk a little bit about the sustainability of the pricing growth that you're seein"
META_2017Q4,Mark Mahaney,analyst,qa,1,"Thanks. Two questions please. European advertising revenue growth or your ad revenue growth in Europe accelerated, is th"
META_2017Q4,Mark May,analyst,qa,1,Thanks a lot. I just wanted to ask a follow-up question regarding Mark's comments that user engagement had declined by I
META_2017Q4,Mark Zuckerberg,analyst,qa,6,"Thanks, Deborah, and thanks, everyone, for joining us today. 2017 was a strong year for Facebook in many ways. Our commu"
META_2017Q4,Michael Nathanson,analyst,qa,2,"Thanks. I have one for Mark on news trustworthiness and then group on sports. So Mark, I realize you're taking great pai"
META_2017Q4,Operator,operator,qa,15,"Good afternoon. My name is Mike, and I will be your conference operator today. At this time, I would like to welcome eve"
META_2017Q4,Peter Stabler,analyst,qa,1,"Thank you. Two if I may, one for Dave and one for Sheryl. First of all for Sheryl, wondering if you could update us on t"
META_2017Q4,Ross Sandler,analyst,qa,1,"Hey, guys, just two questions Mark, first on the topic of passive versus active consumption. Can you talk about what per"
META_2017Q4,Sheryl Sandberg,analyst,qa,11,"Thanks Mark, and hi everyone. We had a strong fourth quarter and a great end to the year. Q4 ad revenue grew 48% year-ov"
META_2018Q1,Analysts,management,remarks,1,Douglas T. Anmuth - JPMorgan Securities LLC Mark A. May - Citi Investment Research Eric J. Sheridan - UBS Securities LLC
META_2018Q1,Anthony DiClemente - Evercore Group LLC,analyst,qa,1,"Thanks very much for taking my questions. I have two; one for Dave and one for Mark. Dave, will the privacy policy or th"
META_2018Q1,Brian Nowak - Morgan Stanley & Co. LLC,analyst,qa,2,Thanks for taking my question. Sorry. Technological challenges. There's been a lot of good questions around core Faceboo
META_2018Q1,"Colin Alan Sebastian - Robert W. Baird & Co., Inc.",analyst,qa,1,"Great. Thanks, and good afternoon. First off, related to the machine learning capabilities and more specifically how tha"
META_2018Q1,"David M. Wehner - Facebook, Inc.",analyst,qa,10,"Thanks, Sheryl, and good afternoon, everyone. Our community and business both showed solid growth in the first quarter. "
META_2018Q1,"Deborah Crawford - Facebook, Inc.",analyst,qa,3,Thank you. Good afternoon and welcome to Facebook's first quarter 2018 earnings conference call. Joining me today to dis
META_2018Q1,Douglas T. Anmuth - JPMorgan Securities LLC,analyst,qa,1,"Great. Thanks for taking the question. One for Mark and one for Dave. Mark, so you focused on bringing people together a"
META_2018Q1,Eric J. Sheridan - UBS Securities LLC,analyst,qa,1,"Thanks for taking the question, maybe two if I can. Mark, in the changes you talked about at the product level at the be"
META_2018Q1,Executives,management,remarks,1,"Deborah Crawford - Facebook, Inc. Mark Elliot Zuckerberg - Facebook, Inc. Sheryl Kara Sandberg - Facebook, Inc. David M."
META_2018Q1,Heather Bellini - Goldman Sachs & Co. LLC,analyst,qa,1,"Great. Thank you very much. I was wondering if we could talk a little about Watch. I know it's early, but I was wonderin"
META_2018Q1,John Blackledge - Cowen & Co. LLC,analyst,qa,1,"Great. Thanks. Two questions. First, you posted another strong quarter for ad growth. Just wondering given the recent ev"
META_2018Q1,Justin Post - Bank of America-Merrill Lynch,analyst,qa,1,Thank you. I'd like to follow-up a little bit on usage just because of the comments last quarter. Any update to the time
META_2018Q1,Mark A. May - Citi Investment Research,analyst,qa,1,"Thank you. This question's probably aimed at Dave. You commented that you do not expect any significant, maybe some impa"
META_2018Q1,"Mark Elliot Zuckerberg - Facebook, Inc.",analyst,qa,10,"Thanks, Deborah, and thanks everyone for joining us today. Despite facing important challenges, our community and busine"
META_2018Q1,Mark Mahaney - RBC Capital Markets LLC,analyst,qa,1,"Okay. Two questions, please. David, could you just try to spell out a little bit more how GDPR could actually impact adv"
META_2018Q1,Operator,operator,qa,17,"Good afternoon. My name is Mike, and I will be your conference operator today. At this time, I would like to welcome eve"
META_2018Q1,Peter C. Stabler - Wells Fargo Securities LLC,analyst,qa,1,"Thanks very much. A couple for Sheryl, if I may. A couple on GDPR. Do you think it's going to have any impact on your me"
META_2018Q1,Richard Greenfield - BTIG LLC,analyst,qa,1,"Hi. Thanks for taking the question. When you think about the opportunities for the business broadly, you obviously are c"
META_2018Q1,"Ross Sandler - Barclays Capital, Inc.",analyst,qa,1,"Great. Just two questions. Dave, is the impression growth acceleration to 8% a function of easier comps or is it a funct"
META_2018Q1,"Sheryl Kara Sandberg - Facebook, Inc.",analyst,qa,8,"Hi, everyone. Before going through our results, I want to take a minute to talk about ads and privacy. At Facebook, we h"
META_2018Q1,"Youssef Squali - SunTrust Robinson Humphrey, Inc.",analyst,qa,1,Thank you very much. I guess two quick questions for David. Growth in MAUs in rest of world was up about 11%; I think la
META_2018Q2,Analysts,management,remarks,1,"Brian Nowak - Morgan Stanley & Co. LLC Eric J. Sheridan - UBS Securities LLC Ross Sandler - Barclays Capital, Inc. Dougl"
META_2018Q2,Anthony DiClemente - Evercore Group LLC,analyst,qa,1,"Thank you. I have two; one for Sheryl and one for Mark. Sheryl, in Dave's comments and the comments about the business i"
META_2018Q2,Brent Thill - Jefferies LLC,analyst,qa,1,"Thanks. Dave, I want to go back to the magnitude of the deceleration. I think many investors are having a hard time reco"
META_2018Q2,Brian Nowak - Morgan Stanley & Co. LLC,analyst,qa,1,Thanks for taking my questions. Two. Just the first one on monetization of Facebook core versus Instagram; can you talk 
META_2018Q2,"Colin Alan Sebastian - Robert W. Baird & Co., Inc.",analyst,qa,1,"Great. Thanks. Just a couple of follow ups for me. First off, Dave, maybe I missed this, but what timeframe are you refe"
META_2018Q2,"David M. Wehner - Facebook, Inc.",analyst,qa,14,"Thanks, Sheryl, and good afternoon, everyone. Let's start with our community metrics. Daily active users on Facebook rea"
META_2018Q2,"Deborah Crawford - Facebook, Inc.",analyst,qa,3,Thank you. Good afternoon and welcome to Facebook second quarter 2018 earnings conference call. Joining me today to disc
META_2018Q2,Douglas T. Anmuth - JPMorgan Securities LLC,analyst,qa,1,Great. Thanks for taking the question. A question for Mark. I was hoping you could talk about the company's focus on mea
META_2018Q2,Eric J. Sheridan - UBS Securities LLC,analyst,qa,1,"Thanks for taking the question. Maybe going back to the OpEx and your comments, Dave, looking out sort of medium to long"
META_2018Q2,Executives,management,remarks,1,"Deborah Crawford - Facebook, Inc. Mark Elliot Zuckerberg - Facebook, Inc. Sheryl Kara Sandberg - Facebook, Inc. David M."
META_2018Q2,Heather Bellini - Goldman Sachs & Co. LLC,analyst,qa,1,"Great. Thank you. And, Mark, thank you for all the detailed commentary in the beginning. I was just wondering if you cou"
META_2018Q2,John Blackledge - Cowen & Co. LLC,analyst,qa,1,"Great. Thanks. Mark or Sheryl, could you discuss your view about the importance of Instagram as a discovery platform for"
META_2018Q2,Justin Post - Bank of America/Merrill Lynch,analyst,qa,1,Great. Thank you. The guidance for the deceleration might raise some questions just on Facebook engagement. So just wond
META_2018Q2,"Mark A. May - Citigroup Global Markets, Inc.",analyst,qa,1,"Thanks. Just following up on the comments, Sheryl mentioned that there's really no meaningful impact on GDPR to the ad b"
META_2018Q2,"Mark Elliot Zuckerberg - Facebook, Inc.",analyst,qa,5,"Thanks, Deborah, and thanks, everyone, for joining us today. We had another solid quarter. Revenue grew 42% year-over-ye"
META_2018Q2,Mark Mahaney - RBC Capital Markets LLC,analyst,qa,1,"Two questions, please; a near term one and a long term one. The near term one is can you just comment on what you're see"
META_2018Q2,Operator,operator,qa,18,"Good afternoon. My name is Mike, and I will be your conference operator today. At this time, I would like to welcome eve"
META_2018Q2,Peter C. Stabler - Wells Fargo Securities LLC,analyst,qa,1,"Thanks. One for Sheryl and then one for Dave. Sheryl, just on the SMB side, wondering if you could give us any color by "
META_2018Q2,Richard Greenfield - BTIG LLC,analyst,qa,1,"Hey. Thanks for taking the question. So I guess one of the things as you look at, you talked about the growth you're see"
META_2018Q2,"Ross Sandler - Barclays Capital, Inc.",analyst,qa,3,Hi. Can you hear me?
META_2018Q2,"Sheryl Kara Sandberg - Facebook, Inc.",analyst,qa,10,"Hi, everyone. It was a good second quarter with ad revenue growing 42% year-over-year. Mobile ad revenue was $11.9 billi"
META_2018Q3,Analysts,management,remarks,1,Douglas T. Anmuth - JPMorgan Securities LLC Eric J. Sheridan - UBS Securities LLC Brian Nowak - Morgan Stanley & Co. LLC
META_2018Q3,Anthony DiClemente - Evercore Group LLC,analyst,qa,1,"Thank you very much for taking my question. Just really one for Mark, which is, I don't think anyone has asked much abou"
META_2018Q3,Brent Thill - Jefferies LLC,analyst,qa,1,"Thanks. Just on Europe, there's been a more pronounced deceleration. Just curious in terms of how you think about the st"
META_2018Q3,Brian Nowak - Morgan Stanley & Co. LLC,analyst,qa,1,"Thanks for taking my questions. I have two. The first one, last quarter, Dave, you made some comments about a multiyear "
META_2018Q3,"David M. Wehner - Facebook, Inc.",analyst,qa,8,"Thanks, Sheryl, and good afternoon, everyone. Let's start with our community metrics. Daily active users on Facebook rea"
META_2018Q3,"Deborah Crawford - Facebook, Inc.",analyst,qa,3,"Thank you. Good afternoon, and welcome to Facebook's third quarter 2018 earnings conference call. Joining me today to di"
META_2018Q3,Douglas T. Anmuth - JPMorgan Securities LLC,analyst,qa,1,"Thanks for taking the questions. I just wanted to ask two. First for Mark, I was just hoping you could talk a little bit"
META_2018Q3,Eric J. Sheridan - UBS Securities LLC,analyst,qa,1,"Thank you so much, maybe one for Sheryl. When you think about some of the friction points you're trying to solve for on "
META_2018Q3,Executives,management,remarks,1,"Deborah Crawford - Facebook, Inc. Mark Elliot Zuckerberg - Facebook, Inc. Sheryl Kara Sandberg - Facebook, Inc. David M."
META_2018Q3,Heather Bellini - Goldman Sachs & Co. LLC,analyst,qa,1,"Great. Thank you. I just had two questions and I guess maybe you just touched on some of this, Mark. But the CapEx growt"
META_2018Q3,Justin Post - Bank of America Merrill Lynch,analyst,qa,1,"Thank you. Mark, first, on Facebook engagement. There are some questions about usage. And when you look at the engagemen"
META_2018Q3,"Lloyd Walmsley - Deutsche Bank Securities, Inc.",analyst,qa,1,"Thank you. Two questions, if I can. First, just, Mark, your comments in prepared remarks on Stories having potential to "
META_2018Q3,"Mark A. May - Citigroup Global Markets, Inc.",analyst,qa,1,Thanks for taking my questions. You seem confident that Stories will ultimately be a more effective canvas both for user
META_2018Q3,"Mark Elliot Zuckerberg - Facebook, Inc.",analyst,qa,6,"Thanks, Deborah, and thank you all for joining us today. We had a solid quarter, and our community and business continue"
META_2018Q3,Operator,operator,qa,13,"Good afternoon. My name is Mike, and I will be your conference operator today. At this time, I would like to welcome eve"
META_2018Q3,Ralph Edward Schackart - William Blair & Co. LLC,analyst,qa,1,"Good afternoon. Maybe switching gears to feed, you talked about it being a major growth driver and a lot of opportunitie"
META_2018Q3,"Ross Sandler - Barclays Capital, Inc.",analyst,qa,1,"Great. Two questions. Dave, you mentioned 4Q revenue is going to have a mid to high-single digit deceleration. That's a "
META_2018Q3,"Sheryl Kara Sandberg - Facebook, Inc.",analyst,qa,6,"Hi, everyone. It was another good quarter for our business, with ad revenue up 33% year over year. Our growth was broad-"
META_2018Q4,Anthony DiClemente,analyst,qa,1,"Maybe, first, for Sheryl on Stories. Stories continues to grow very quickly. As you said, the number of advertising - ad"
META_2018Q4,Brian Nowak,analyst,qa,1,"I have two, the first one for Dave. Last quarter, you talked about an expected sequential deceleration in 4Q rather, and"
META_2018Q4,Colin Sebastian,analyst,qa,1,"Mark, you mentioned Facebook Groups as one part of the community effort. And I wonder if you could expand on how you see"
META_2018Q4,David Wehner,management,remarks,11,"Thanks, Sheryl, and good afternoon, everyone. Q4 was a strong quarter wrapping up a good year for our business. Full yea"
META_2018Q4,Deborah Crawford,management,remarks,2,"Thank you. Good afternoon, and welcome to Facebook's Fourth Quarter 2018 Earnings Conference Call. Joining me today to d"
META_2018Q4,Douglas Anmuth,analyst,qa,1,"One for Mark and one for Dave. Mark, it's been more than a year since you shifted to feeds for more friends and family a"
META_2018Q4,Eric Sheridan,analyst,qa,1,"Two, if I could. One, Mark, on Facebook Watch, what do you think are some of the things you're still trying to solve for"
META_2018Q4,John Blackledge,analyst,qa,1,"For Mark, just curious if you're happy with the progress around the safety and security initiatives. And going forward, "
META_2018Q4,Justin Post,analyst,qa,1,"Great. A couple of questions. First, pretty rough press cycle in Q4. Did you see any impact in the U.S. and Europe on en"
META_2018Q4,Lloyd Walmsley,analyst,qa,1,"Two if I can. First, Mark, it sounds like there's really a clear shift this year to more aggressive core product develop"
META_2018Q4,Mark May,analyst,qa,1,"First, regarding Stories again. Given the size of the WhatsApp audience and the amount of status posts on that platform,"
META_2018Q4,Mark Zuckerberg,management,remarks,11,"Thanks, Deborah, and thank you, all, for joining us today. Our community continues to grow, and our business delivered g"
META_2018Q4,Operator,operator,remarks,14,"Good afternoon. My name is Mike, and I will be your conference operator today. At this time, I would like to welcome eve"
META_2018Q4,Richard Greenfield,analyst,qa,1,"If I think about kind of the San Francisco Valley kind of elitist community and even, I think, a good chunk of Wall Stre"
META_2018Q4,Ross Sandler,analyst,qa,1,"I guess, a question on Messenger. Any learnings from the monetization efforts at Messenger? You've got inbox ads that yo"
META_2018Q4,Sheryl Sandberg,management,remarks,6,"Thanks, Mark, and hi, everyone. We had a strong fourth quarter and a good end to the year. Q4 mobile ad revenue was $15."
META_2018Q4,Zachary Schwartzman,analyst,qa,1,"It's Zachary Schwartzman on for Mark. Mark, I have a question on data privacy as it relates to your 2019 goal of progres"
META_2019Q1,Anthony DiClemente,analyst,qa,1,"Thank you for taking my questions. Maybe one for Sheryl and one for Dave. Sheryl, just on checkout, Instagram checkout, "
META_2019Q1,Brian Nowak,analyst,qa,1,Thanks for taking my question; I have two. Just to go back to the story monetization point with the 3 million advertiser
META_2019Q1,Colin Sebastian,analyst,qa,1,"Great. Maybe a quick follow-up on the platform safety issue, maybe specifically with respect to broadcast. Wondering how"
META_2019Q1,Dave Wehner,management,remarks,10,Thanks Sheryl and good afternoon everyone. Let’s begin with our community metrics. Facebook daily active users reached 1
META_2019Q1,Deborah Crawford,management,remarks,3,Thank you. Good afternoon and welcome to Facebook’s first quarter 2019 earnings conference call. Joining me today to dis
META_2019Q1,Doug Anmuth,analyst,qa,1,"Thanks for taking the question. Mark, can you maybe just talk a little bit more about the time frame for building out a "
META_2019Q1,Eric Sheridan,analyst,qa,1,"Thanks for taking the question. Maybe two if I can. Mark, for you, I guess as we read your statements and listened to yo"
META_2019Q1,Heather Bellini,analyst,qa,1,"Great. Thank you. I had two questions. The first one I guess, Mark, was given the focus on back-end integration that you"
META_2019Q1,John Blackledge,analyst,qa,1,Great. Thanks. Could you provide some color on ad loads for Instagram Stories versus Instagram Feed at this point? And a
META_2019Q1,Justin Post,analyst,qa,1,"Great. A couple of questions. Thank you. First, Dave, does your revenue outlook include any contemplated regulatory chan"
META_2019Q1,Lloyd Walmsley,analyst,qa,1,"Thanks. Had a couple of related to the commerce topic. Know it's early on Instagram, but in the blog post you all allude"
META_2019Q1,Mark May,analyst,qa,1,"Thank you. To Sheryl's earlier point about the evolution of Stories, the perception is the core Facebook user adoption o"
META_2019Q1,Mark Zuckerberg,management,remarks,7,"Thanks Deborah, and thank you all for joining us today. This was a strong quarter, and our community and business contin"
META_2019Q1,Michael Nathanson,analyst,qa,1,"Thanks. I have one for Mark and one for Dave. Mark, I appreciate your call about regulating the Internet. You've been ou"
META_2019Q1,Operator,operator,remarks,15,Good afternoon. My name is Mike and I will be your conference operator today. At this time I would like to welcome every
META_2019Q1,Ross Sandler,analyst,qa,1,"Great. Mark, so you mentioned payments and commerce a bunch of times in your March letter and also today. So I guess can"
META_2019Q1,Sheryl Sandberg,management,remarks,6,"Thanks Mark, and hi everyone. We had a strong start to the year. Mobile ad revenue grew 30% year-over-year to $13.9 bill"
META_2019Q1,Youssef Squali,analyst,qa,1,"Great. Thank you very much. I actually just have one question around regulation. Mark, you’ve been obviously pushing for"
META_2019Q2,Ben Schachter,analyst,qa,1,"Mark in 1Q, you mentioned specifically that GDPR had an impact on the business. I was just wondering if you can give an "
META_2019Q2,Brent Thill,analyst,qa,1,"Thanks, Dave. I think a lot of us are having a hard time reconcile that the tougher comp in Q4. It was your easiest comp"
META_2019Q2,Brian Nowak,analyst,qa,1,"Thanks for taking my question. I have two, the first one on the core Facebook app. I was wondering if you could tell us "
META_2019Q2,Colin Sebastian,analyst,qa,1,"Great, thanks. A couple from me. First off, any update on the higher profile for groups in the Facebook app and any pers"
META_2019Q2,Dave Wehner,management,remarks,13,"Thanks, Sheryl and good afternoon, everyone. Let’s begin with our community metrics. Facebook daily active users reached"
META_2019Q2,Deborah Crawford,management,remarks,3,Thank you. Good afternoon and welcome to Facebook’s second quarter 2019 earnings conference call. Joining me today to di
META_2019Q2,Doug Anmuth,analyst,qa,1,"Thanks for taking the question. One for Mark and one for Dave. First Mark, how are you thinking about the opposition tha"
META_2019Q2,Eric Sheridan,analyst,qa,1,"Thanks so much for taking the question. Maybe on a bigger, broader topic for everyone on video, how do you see video evo"
META_2019Q2,Heather Bellini,analyst,qa,1,"Great, thank you so much. I wanted to follow up on two comments, one watch that Sherlyn was just talking about related t"
META_2019Q2,Justin Post,analyst,qa,1,"Great, thank you. So Mark, from the outside, it’s really hard to tell what’s going on in the regulatory environment and "
META_2019Q2,Lloyd Walmsley,analyst,qa,1,"Thanks. Two if I can. First, can you just talk to us about early learnings from the test of Instagram checkout and what "
META_2019Q2,Mark Mahaney,analyst,qa,1,"Thanks. I just wanted to focus on WhatsApp and I know you’ve had WhatsApp payments in beta in India, you launched that l"
META_2019Q2,Mark May,analyst,qa,1,"Thanks for taking my questions. First, we’ve seen nice improvement in the rate of expense growth lately. And on the Q4 c"
META_2019Q2,Mark Zuckerberg,management,remarks,9,"Thanks Deborah, and thank you all for joining today. This was an important quarter for us. Our community and business co"
META_2019Q2,Michael Nathanson,analyst,qa,1,"Thanks. I have two, one for Sheryl and Dave and one for Mark. So Sheryl and Dave, you noted the growth I guess in Europe"
META_2019Q2,Operator,operator,remarks,15,Good afternoon. My name is Mike and I will be your conference operator today. At this time I would like to welcome every
META_2019Q2,Ross Sandler,analyst,qa,1,"Hey, guys, can we just go back to the deceleration comment. So, we appreciate the color you just gave, Dave. But at the "
META_2019Q2,Sheryl Sandberg,management,remarks,5,"Thanks Mark, and hi everyone. It was a strong quarter for our business. Ad revenue grew 28% year-over-year and we saw st"
META_2019Q3,Brian Nowak,analyst,qa,1,"Thanks for taking my question. I have two. The first on -- Mark, you mentioned Facebook app in particular had a strong q"
META_2019Q3,Colin Sebastian,analyst,qa,2,"Thank you. Mark, maybe a bigger picture question. I'm wondering how you think about the increase in scrutineer oversight"
META_2019Q3,Dave Wehner,management,remarks,11,"Thanks, Sheryl, and good afternoon everyone. Let me begin with our community metrics. We were pleased with the growth of"
META_2019Q3,Deborah Crawford,management,remarks,1,Thank you. Good afternoon and welcome to Facebook's third quarter 2019 earnings conference call. Joining me today to dis
META_2019Q3,Doug Anmuth,analyst,qa,1,"Thanks for taking the question. First off, Dave, can you just help us understand a little bit more on the 4Q on the reve"
META_2019Q3,Eric Sheridan,analyst,qa,1,"Thanks for taking the question. Maybe two, if I can. You gave us a little bit of color on Asia and Rest of World and why"
META_2019Q3,Heather Bellini,analyst,qa,1,"Great. I just wanted to go back to the opening remarks about the 35,000 people. I think you mentioned that you have work"
META_2019Q3,Justin Post,analyst,qa,1,"Great, thank you. Maybe one for Mark and one for Dave. First on Watch, with all the OTT launches, it's kind of interesti"
META_2019Q3,Lloyd Walmsley,analyst,qa,1,"Thanks. Two questions, if I can. First you mentioned a little bit earlier the OFA feature that you rolled out this quart"
META_2019Q3,Mark Mahaney,analyst,qa,1,"Mark, who would you want to add to the Board or what sort of voice would you want to add to the Board that would be part"
META_2019Q3,Mark Zuckerberg,management,remarks,10,"All right. Thanks, Deborah. Thank you all for joining us today. Before we get started, I want to talk about the announce"
META_2019Q3,Michael Nathanson,analyst,qa,1,"Thanks. Let me as one of Mark, one of Dave. So, Mark, I mean, a couple of quarters ago we asked you about the embracing "
META_2019Q3,Operator,operator,remarks,13,"Good afternoon, my name is Mike and I will be your conference operator today. At this time, I would like to welcome ever"
META_2019Q3,Ross Sandler,analyst,qa,1,"Great. So guys, just a question on the 2020 rev outlook, calling for a more modest deceleration. So, Dave, I guess what "
META_2019Q3,Sheryl Sandberg,management,remarks,5,"Thanks, Mark, and hi everyone. It was a strong quarter for our business. Ad revenue grew 28% year-over-year and we saw s"
META_2019Q3,Youssef Squali,analyst,qa,1,"Thank you very much. Two questions from me as well. Mark, with GDPR now over a year old, how has it impacted your busine"
META_2019Q4,Brian Fitzgerald,analyst,qa,1,"Within the last few weeks, you brought several gaming streamers on board, the Disguised Toast, Corinna Kopf, ZeRo, and i"
META_2019Q4,Brian Nowak,analyst,qa,1,"I have two. Just the first one on Instagram Checkout, Instagram Commerce. I'm curious to hear about sort of early learni"
META_2019Q4,Colin Sebastian,analyst,qa,1,"Great. Two for me as well. Following up on the shopping commerce question, I wonder if the focus here includes expanding"
META_2019Q4,David Wehner,management,remarks,6,"Thanks, Sheryl, and good afternoon, everyone. Q4 was a strong quarter and ended a good year for our business. Full year "
META_2019Q4,Deborah Crawford,management,remarks,2,Thank you. Good afternoon and welcome to Facebook's Fourth Quarter and Full Year 2019 Earnings Conference Call. Joining 
META_2019Q4,Douglas Anmuth,analyst,qa,1,"Mark, you have multiple payment initiatives across the family. You talked about WhatsApp Payments, Facebook Pay, potenti"
META_2019Q4,Eric Sheridan,analyst,qa,1,"Maybe two, if I can. Mark, you had talked previously about trying to more tightly integrate the applications in the fami"
META_2019Q4,Heather Bellini,analyst,qa,1,I just wanted to follow up on the Checkout on Instagram. And obviously you guys mentioned that you're rolling it out ver
META_2019Q4,John Blackledge,analyst,qa,1,Two questions. How should we think about the video strategy on core Facebook? And any update on Watch users and engageme
META_2019Q4,Justin Post,analyst,qa,1,"A couple of questions, first on the privacy commentary. Dave, has anything changed since third quarter when we're lookin"
META_2019Q4,Kevin Rippey,analyst,qa,1,"Mark, this is really one for you. You described the new experiences that could be rolling out in the back half of the ye"
META_2019Q4,Lloyd Walmsley,analyst,qa,1,So this is the second quarter in a row where you guys have called out core Facebook as the key driver of impression grow
META_2019Q4,Mark Mahaney,analyst,qa,1,"Okay. Two things, one, congrats on the carbon reduction goal, love that. Posted about it. Mark, you'd be happy to know t"
META_2019Q4,Mark Zuckerberg,management,remarks,10,"All right. Thanks, everyone, for joining us today. This was a good quarter for our community and our business and a stro"
META_2019Q4,Michael Nathanson,analyst,qa,1,"I have two, one for Dave and one for Mark. So maybe for Dave, if you look at your slide deck, Page 4, what you see is ju"
META_2019Q4,Operator,operator,remarks,16,"Good afternoon. My name is Mike, and I will be your conference operator today. At this time, I would like to welcome eve"
META_2019Q4,Ross Sandler,analyst,qa,1,"Great. Dave, can we talk about the growth rate in the fourth quarter, particularly in the U.S.? Was there anything that "
META_2019Q4,Sheryl Sandberg,management,remarks,6,"Thanks, Mark, and hi, everyone. We had a good quarter across the board and a strong end to the year. Q4 ad revenue was $"
META_2019Q4,Youssef Squali,analyst,qa,1,Okay. Great. I actually just have one question. Could you guys provide us any update around Facebook Dating? That is not
META_2020Q1,Brian Nowak,analyst,qa,1,Thanks for taking my questions. Hope everyone is safe. I have two. Just the first one for Sheryl or Dave. I appreciate a
META_2020Q1,Colin Sebastian,analyst,qa,1,"Great. Thanks for taking my question. I guess first, Dave, I was hoping, I know this is not a key focus right now but an"
META_2020Q1,David Wehner,management,remarks,16,"Thanks Sheryl and good afternoon everyone. Echoing Mark and Sheryl's comments, my thoughts are with everyone facing chal"
META_2020Q1,Deborah Crawford,management,remarks,4,Thank you. Good afternoon and welcome to Facebook's first quarter 2020 earnings conference call. Joining me today to dis
META_2020Q1,Douglas Anmuth,analyst,qa,1,"Great. Thanks for taking the question. I have two, I think probably both for Mark. First, I was hoping if you could talk"
META_2020Q1,Eric Sheridan,analyst,qa,1,Thanks for taking the question. Maybe two if I can. One bigger picture one dovetailing all the comments around e-commerc
META_2020Q1,Justin Post,analyst,qa,1,"Great, thanks. Sheryl maybe you could talk a little bit about the ad auction dynamics. Are you seeing e-commerce and dig"
META_2020Q1,Mark Mahaney,analyst,qa,1,"Thanks. Two questions. Mark at the very beginning, you talked about the economic fallout possibly lasting longer than pe"
META_2020Q1,Mark Zuckerberg,management,remarks,6,"All right. Thanks everyone for joining us today. Before we get started, I also just want to say that I know this is a ve"
META_2020Q1,Operator,operator,remarks,10,"Good afternoon, my name is Mike and I will be your conference operator today. At this time, I would like to welcome ever"
META_2020Q1,Ross Sandler,analyst,qa,1,"Just a follow-up to the last question. I think about four years ago, you mentioned that the top 100 advertisers were jus"
META_2020Q1,Sheryl Sandberg,management,remarks,4,"Thanks, Mark, and hi everyone. As Mark said, this is an extraordinarily challenging time. It's a public health emergency"
META_2020Q1,Youssef Squali,analyst,qa,1,"Great. Thank you very much. Two questions. Mark, can you discuss the performance of your gaming platform including Oculu"
META_2020Q2,Brian Nowak,analyst,qa,1,"Thanks for taking my question. I have two. One for one for Mark, one for Dave. Mark, the first one’s on India. You made "
META_2020Q2,Dave Wehner,management,remarks,8,Thanks Sheryl and good afternoon everyone. We continue to operate in an uncertain and challenging environment around the
META_2020Q2,Deborah Crawford,management,remarks,3,Thank you. Good afternoon and welcome to Facebook’s second quarter 2020 earnings conference call. Joining me today to di
META_2020Q2,Doug Anmuth,analyst,qa,1,"I just wanted to dig a little deeper on some of the e-commerce topics. Sheryl, I know it’s still around, obviously with "
META_2020Q2,Eric Sheridan,analyst,qa,1,Thank you so much for taking the question. And thanks for all the color and the commentary. Maybe two if I can. In terms
META_2020Q2,Heather Bellini,analyst,qa,1,"Great. Thank you so much for taking the question. Most of them have been answered, but just a couple quick ones. Dave, I"
META_2020Q2,Justin Post,analyst,qa,1,Great. Maybe I could ask one shorter term and one longer term. You’ve guided to 10% in July and for the quarter about th
META_2020Q2,Mark Mahaney,analyst,qa,1,"I wanted to ask about the -- addressing the boycott issues. And, Mark, I quickly want to ask whether you think there’s a"
META_2020Q2,Mark Shmulik,analyst,qa,1,"Yes. Hi. Thanks for taking the question. So, the first, I know we’ve talked about this little bit. But, with the WhatsAp"
META_2020Q2,Mark Zuckerberg,management,remarks,7,Thanks. And thanks everyone for joining us today. I hope you’re all doing okay and staying healthy. This was a strong qu
META_2020Q2,Operator,operator,remarks,13,"Good afternoon. My name is Mike and I will be your conference operator today. At this time, I would like to welcome ever"
META_2020Q2,Ross Sandler,analyst,qa,1,"Great. Just a follow-up on the SMB commentary. So, Dave, you mentioned that that was the primary driver of growth, and w"
META_2020Q2,Sheryl Sandberg,management,remarks,5,"Thanks Mark, and hi, everyone. I want to start by building on what Mark said about hate speech. Facebook stands firmly a"
META_2020Q2,Youssef Squali,analyst,qa,1,"Great. Thank you. Switching topics a little bit. Mark, one area where we’re seeing just incredible growth and engagement"
META_2020Q3,Brent Thill,analyst,qa,1,"Thank you. If you could just maybe talk a little bit about the real engagement in what you’re seeing so far, I know it’s"
META_2020Q3,Brian Nowak,analyst,qa,1,"Thanks for taking my question. I have two, one for Mark one for Dave. Mark, there’s a lot of different types of consumer"
